V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101
Cohnella	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	2	2	0	0	0	0	0	0	2	0	0	1	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	1	0	0	2	1	1	1	0	0	0	1	0	0	0	0	0	3	0	1	0	0	3	1	0	2	1	0	0	2	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	1	0	1	1	0	0	0	1
Comamonas	34	39	33	39	37	46	32	36	40	23	35	35	48	34	34	32	41	37	45	37	30	35	32	27	32	33	35	18	37	37	28	29	33	39	30	34	28	29	41	41	28	42	34	39	34	38	29	44	44	31	31	45	45	26	25	36	41	48	40	34	22	39	28	33	25	42	34	20	21	27	33	30	25	31	36	39	37	29	33	33	43	36	39	48	37	41	38	34	34	36	23	40	30	43	34	37	33	26	42	43
Conexibacter	2	4	3	4	2	0	1	1	3	0	2	2	2	1	0	0	3	0	2	3	2	0	0	1	4	5	1	0	4	3	2	3	2	0	0	2	6	1	1	0	2	0	2	0	3	1	1	2	1	1	1	6	4	2	3	1	1	3	4	2	1	2	1	4	2	4	1	4	3	1	3	2	4	0	2	1	3	0	2	4	4	2	0	1	5	2	3	4	4	1	0	1	3	0	1	3	2	3	1	1
Coprococcus 2	0	0	0	2	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	1	0	0	1	2	2	2	1	1	0	0	0	1	0	1	0	2	0	0	0	0	0	1	1	0	2	1	0	0	1	0	1	3	0	0	0	0	1	2	1	0	1	0	1	2	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	2	0	1	1	0	0	2	1	1	2	0	0	0
Coxiella	6	10	6	6	12	9	7	4	6	3	8	10	8	6	4	5	7	3	7	8	3	7	8	8	2	10	9	7	4	5	3	6	3	3	8	8	5	3	9	7	10	7	4	6	7	8	5	8	8	3	10	11	2	6	9	5	3	8	15	7	11	10	2	11	6	3	5	4	2	1	8	8	9	6	3	7	9	6	7	6	10	7	8	5	9	11	6	3	5	3	8	7	8	9	13	0	8	6	6	4
Crenothrix	1	3	0	0	1	0	0	0	0	1	2	0	0	0	0	1	1	0	0	1	4	1	1	0	1	1	0	4	0	0	1	0	0	1	0	1	1	0	1	1	2	0	0	0	1	1	2	1	2	0	1	1	0	1	0	0	0	2	0	3	0	3	0	1	0	2	0	0	1	1	0	1	2	1	1	2	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	2	1	0	0	0	2
Curvibacter	48	46	53	55	69	66	63	61	66	54	58	57	73	52	69	50	45	71	65	55	58	51	48	63	57	65	46	63	62	68	58	45	56	57	71	62	55	52	52	52	49	54	57	66	55	61	43	64	62	53	58	53	58	68	62	47	52	64	62	44	48	51	55	53	49	61	62	63	53	62	53	63	55	61	50	41	57	56	59	67	49	53	52	57	61	52	64	61	55	51	79	48	60	61	64	57	64	63	67	62
Cyanobium PCC-6307	25	29	20	31	30	19	32	30	30	28	17	23	33	33	41	28	26	29	24	25	24	34	22	31	29	29	28	29	28	31	25	35	39	30	22	26	25	20	35	38	20	30	32	34	27	26	23	35	23	27	22	22	27	18	24	27	28	29	31	26	28	25	29	24	34	22	19	27	29	28	29	35	25	29	25	25	23	35	32	30	31	22	30	24	30	21	26	32	20	23	28	25	28	28	20	25	25	41	26	32
Cytophaga	0	1	0	1	0	2	1	1	0	1	0	1	0	0	0	1	0	1	2	0	1	0	1	2	0	0	0	1	2	2	3	0	0	2	1	2	1	2	0	2	2	0	3	1	0	0	3	2	0	1	1	1	1	1	0	0	2	1	1	0	1	2	1	0	0	1	1	0	1	3	0	0	1	1	1	1	1	1	2	1	0	2	1	1	1	0	0	2	1	0	2	0	0	0	2	1	2	1	0	1
DSSD61	0	0	1	2	2	1	3	1	2	2	2	1	0	0	1	3	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	2	2	0	1	1	1	1	0	2	0	0	0	1	1	1	1	0	1	0	0	3	0	0	0	0	0	0	2	2	0	0	0	0	2	0	2	2	0	1	0	1	0	0	0	0	3
Dechlorobacter	4	2	4	6	4	5	6	7	4	6	2	6	8	6	6	3	4	4	3	2	10	2	4	6	5	8	3	5	2	7	6	2	6	5	5	5	10	3	4	2	8	4	5	3	4	7	2	4	4	4	5	4	3	8	3	6	5	4	1	3	8	9	3	3	2	3	5	4	4	10	4	6	5	8	6	7	4	5	3	3	7	3	1	7	2	7	4	3	7	4	7	5	4	3	5	4	1	3	6	7
Dechloromonas	18	22	24	23	20	25	17	22	26	30	25	29	17	42	25	24	32	27	20	26	30	24	30	25	24	28	20	23	32	25	15	27	26	26	26	23	25	20	21	28	30	28	27	39	21	23	24	19	25	25	28	23	27	32	21	29	25	21	30	20	20	27	26	20	31	33	26	18	30	25	22	36	26	30	35	27	27	32	29	25	26	29	23	34	18	30	36	21	29	24	27	29	18	29	17	29	18	26	21	20
Deefgea	15	6	23	10	13	8	14	9	6	10	13	16	14	21	14	13	13	12	12	17	11	10	6	12	10	11	12	11	19	19	14	9	14	12	12	6	7	7	14	14	8	7	15	11	14	17	11	12	6	8	16	10	11	14	10	13	12	12	9	11	10	12	9	13	10	14	14	17	20	12	9	15	12	11	9	19	14	11	11	8	14	18	13	9	14	12	20	12	8	10	13	10	13	10	11	18	15	18	12	17
Defluviimonas	3	2	2	3	1	3	2	4	2	1	4	1	2	5	2	4	0	6	1	2	1	5	2	2	2	2	2	1	0	1	0	1	6	2	7	3	1	5	3	4	4	2	2	1	1	1	1	1	0	4	3	1	1	1	2	1	4	4	6	4	1	1	5	2	2	3	3	1	2	3	0	3	1	0	2	3	2	2	2	5	1	1	1	0	2	2	3	2	2	4	5	2	3	3	1	1	0	2	2	1
Deinococcus	1	3	3	3	1	3	0	5	3	6	3	2	4	2	1	2	3	3	2	4	3	1	3	1	2	5	2	2	2	3	1	5	3	2	2	1	3	1	1	1	3	2	1	1	2	3	3	3	4	2	1	5	3	5	5	0	3	5	1	4	1	4	3	1	4	2	2	4	4	3	5	3	7	3	3	6	2	5	1	2	1	2	4	5	7	1	3	2	5	2	1	6	1	1	1	3	3	6	5	1
Delftia	0	4	1	1	0	2	0	2	2	5	0	2	2	1	5	6	2	1	2	1	0	8	2	2	4	6	1	4	4	1	0	1	4	0	0	3	5	3	2	0	5	3	4	2	4	3	3	5	4	4	2	5	2	2	1	1	0	1	2	2	2	3	0	2	3	0	5	2	1	0	3	0	4	2	0	1	1	2	5	5	2	5	3	4	0	3	3	1	4	0	2	3	3	0	1	3	2	5	2	0
Denitratisoma	22	16	12	17	18	20	14	12	20	18	17	12	20	18	17	24	19	18	17	23	25	13	18	17	10	22	20	19	13	13	17	23	15	25	13	16	22	23	16	15	16	13	16	24	26	17	17	18	23	17	20	15	12	12	21	13	17	17	12	17	13	23	29	17	21	18	19	23	16	20	21	14	14	12	14	22	18	16	17	15	15	18	10	24	18	11	21	21	15	17	15	17	14	11	7	17	23	11	16	21
Desulfatiglans	2	1	0	2	2	1	1	0	0	0	2	3	6	4	1	2	0	1	0	2	1	3	1	1	2	0	1	0	4	2	2	1	2	4	0	1	1	5	1	0	1	1	1	3	2	3	0	2	2	1	3	2	2	3	0	3	1	0	3	0	0	2	2	0	2	4	2	1	2	2	2	3	2	2	0	2	0	3	3	0	0	5	2	2	1	2	4	1	0	0	3	2	2	2	0	5	0	8	2	0
Desulfobacca	3	1	2	3	0	3	1	1	1	1	3	1	3	2	2	0	2	3	1	3	4	1	0	3	0	3	4	0	2	1	0	1	0	1	2	0	0	4	4	3	2	2	3	0	0	3	2	4	0	3	2	2	4	3	3	0	4	1	3	3	0	1	3	3	4	4	4	0	2	2	4	2	0	0	3	3	1	4	0	1	4	3	1	2	4	3	1	0	0	0	3	0	1	4	0	0	1	3	2	2
Desulfomonile	1	1	2	0	0	0	1	2	3	2	0	0	2	2	3	0	1	1	4	1	2	1	1	0	0	2	2	1	1	1	3	1	1	0	1	0	3	1	2	3	1	1	2	3	2	0	1	0	3	2	1	0	5	1	2	1	1	2	1	1	1	2	1	1	1	1	3	1	3	3	2	3	3	2	1	0	2	0	2	1	3	0	1	4	0	2	0	3	0	5	1	0	1	2	1	0	3	0	2	1
Desulfosporosinus	2	5	2	5	3	2	1	1	3	1	1	1	4	2	0	2	0	4	0	3	3	3	1	1	3	2	6	1	2	0	2	3	2	2	2	1	1	3	2	2	0	2	3	1	2	3	5	3	0	0	1	0	2	4	1	0	2	0	2	1	0	3	3	3	0	3	2	0	2	1	0	1	1	2	3	3	3	0	2	2	1	1	3	1	0	2	1	2	1	3	1	1	1	2	2	0	3	3	1	3
Desulfovibrio	0	2	1	1	1	1	1	0	2	1	2	2	1	1	2	4	3	0	2	2	5	2	2	1	2	0	0	1	4	0	1	1	0	1	1	1	3	2	0	3	1	1	1	0	0	2	1	3	0	1	0	2	1	1	1	1	0	1	1	3	1	2	1	5	1	0	1	0	3	3	1	1	3	0	1	0	2	0	0	0	0	3	0	1	2	3	0	0	1	3	0	0	0	1	1	2	0	2	2	2
Desulfuromonas	0	1	0	0	2	1	4	2	1	2	1	0	0	1	1	0	1	0	1	2	1	0	2	2	0	0	0	0	1	2	1	1	4	1	0	0	1	0	0	0	2	3	1	1	2	1	1	1	2	2	1	1	2	1	2	2	2	3	3	2	1	0	0	1	2	2	2	1	0	1	2	0	4	1	1	0	3	4	3	2	2	1	2	1	0	1	1	2	1	0	0	1	0	0	2	0	1	0	1	0
Devosia	21	35	46	50	40	39	33	36	25	33	47	36	35	33	49	33	36	38	36	31	35	29	43	31	47	34	38	35	41	33	33	36	38	43	41	33	41	33	43	30	30	46	39	38	36	33	31	29	46	35	40	46	34	34	44	41	34	38	38	40	31	23	49	39	42	36	40	38	29	53	43	39	40	38	33	34	35	36	42	37	52	35	31	29	39	38	33	29	28	50	40	31	28	24	34	29	41	38	44	38
Dialister	1	1	0	0	1	0	1	0	2	0	3	0	0	0	0	0	1	1	0	0	6	2	2	2	1	2	0	1	2	0	0	1	2	0	0	0	0	0	0	0	2	2	3	2	1	1	1	1	0	1	0	0	0	0	0	0	2	1	3	2	1	0	2	0	4	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	2	2	0	2	0
Diaphorobacter	3	2	4	3	2	2	0	1	2	5	1	3	3	5	2	3	2	3	4	4	3	4	2	2	2	3	2	2	1	3	4	3	4	2	0	4	0	3	3	3	5	1	0	0	4	0	0	3	3	2	2	3	2	3	2	2	3	3	3	1	3	0	3	3	4	1	1	2	2	4	2	2	3	2	2	1	1	2	0	2	0	2	4	0	4	2	4	6	0	3	2	1	2	2	0	4	4	4	2	3
Dickeya	5	5	6	2	6	2	8	3	3	7	3	2	5	4	2	3	2	3	2	4	1	3	3	7	5	7	2	6	0	4	3	5	2	2	5	3	5	6	1	2	6	2	4	7	4	4	5	2	3	5	4	4	3	3	2	4	5	2	6	6	3	5	3	2	3	3	3	1	2	6	4	4	3	5	4	7	3	4	0	5	7	6	2	3	2	5	1	2	5	2	0	2	4	3	3	5	6	5	1	4
Dinghuibacter	386	378	392	340	371	353	373	375	385	347	394	378	420	328	368	394	396	398	341	353	358	374	400	385	384	383	374	370	377	398	388	385	378	400	365	393	378	380	378	357	360	357	370	383	380	381	368	401	375	373	410	373	379	390	356	387	353	368	386	380	370	377	426	358	381	371	356	364	372	353	399	379	391	412	370	396	365	380	391	339	403	380	374	393	384	378	382	363	386	363	360	353	360	398	341	389	397	389	371	394
Diplorickettsia	2	2	4	3	5	2	2	2	4	1	3	0	3	1	0	4	3	2	5	4	1	3	4	7	1	5	1	1	2	2	5	4	5	2	2	5	4	2	2	2	4	2	1	3	2	2	2	5	3	3	4	4	2	4	1	3	2	3	5	2	4	3	2	4	2	3	2	4	4	2	3	1	0	1	4	2	7	1	2	4	2	2	0	5	5	3	2	2	6	4	3	3	3	4	3	2	5	2	2	7
Diplosphaera	0	1	2	0	0	3	0	1	0	1	0	1	0	2	2	1	1	1	0	1	1	1	1	2	0	0	2	1	1	1	0	0	2	1	3	1	1	1	1	1	2	1	0	1	1	1	2	0	0	1	1	0	0	1	1	0	2	0	0	3	2	2	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	3	1	1	0	1	1	0	0	1	1	0	0	1	0	2
Dokdonella	1	2	0	1	1	1	0	1	1	0	1	1	1	2	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	2	0	2	1	0	1	0	0	1	0	0	0	0	0	1	2	0	1	0	1	0	1	3	0	1	1	0	2	0	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	0	2	0	1	3	1	1	1	1	0	0	1	2	0	3	2	1	0	1	2	0	1	1	2	0
Dongia	3	1	3	2	2	2	4	4	2	6	6	0	2	2	3	2	1	6	4	2	1	1	1	3	4	1	4	4	1	2	4	2	3	1	2	3	2	1	1	2	3	2	1	4	1	2	2	3	6	0	1	3	3	3	1	3	0	3	2	3	3	3	0	3	5	6	1	2	2	2	4	2	1	3	6	4	2	5	0	3	3	4	1	4	5	2	2	2	1	1	4	1	2	4	2	6	4	4	5	3
Dorea	1	1	2	2	1	0	1	3	0	0	1	0	2	0	2	0	3	1	2	0	2	1	2	0	2	2	0	1	0	2	2	3	1	0	0	3	3	4	1	2	1	0	0	1	2	0	1	1	1	1	0	2	1	3	2	1	2	1	0	1	1	3	2	1	2	2	2	1	1	2	0	0	0	0	0	0	2	2	3	3	1	1	0	0	0	0	1	1	1	0	2	0	3	3	1	1	2	1	3	0
Duganella	18	11	13	14	16	13	13	15	11	10	12	9	14	20	6	13	14	11	25	11	10	7	8	11	9	12	12	14	18	13	14	15	14	16	15	9	11	12	16	14	12	13	11	14	15	19	12	9	9	17	10	7	11	19	12	10	12	12	18	9	16	11	11	14	11	16	17	14	19	13	17	12	17	8	12	13	13	11	16	10	8	15	18	11	10	10	11	15	11	13	7	17	8	12	11	17	14	13	14	12
Ellin6067	32	28	46	34	35	30	36	44	43	39	37	40	39	33	26	26	36	39	27	45	37	43	35	24	39	32	42	39	27	38	50	34	33	36	35	48	48	25	43	39	36	26	40	51	38	37	32	31	26	43	30	41	33	27	43	36	34	36	33	42	39	35	33	44	28	40	40	35	37	37	37	31	41	39	27	38	33	36	45	34	34	45	40	29	41	44	46	30	37	34	28	45	35	46	48	32	36	30	35	37
Emticicia	1	1	1	1	2	2	0	3	2	1	4	1	1	0	1	5	0	0	0	2	3	3	1	1	2	0	1	2	2	1	2	0	1	3	2	1	5	1	3	2	2	2	2	1	2	1	1	2	1	0	3	0	1	5	2	3	0	3	3	2	1	1	1	1	1	2	2	1	2	4	1	2	1	2	1	0	4	3	2	1	3	2	4	2	3	2	1	0	2	1	3	2	1	3	0	0	2	2	1	2
Enterobacter	4	9	6	10	5	4	3	6	4	7	3	5	5	6	6	4	4	2	2	5	8	6	4	6	3	2	6	4	4	7	1	3	6	4	4	1	6	6	2	4	6	12	3	4	4	7	4	2	8	2	6	6	4	4	7	7	4	8	4	4	5	4	6	5	5	5	3	4	4	7	3	7	6	2	5	6	4	3	5	5	7	7	3	6	3	2	3	2	8	3	5	2	5	6	2	6	9	5	6	2
Enterococcus	7	7	9	9	13	8	5	11	3	8	3	11	5	8	10	6	7	9	6	5	6	5	14	9	7	7	5	9	10	11	9	7	4	5	8	9	7	11	8	4	8	10	14	7	8	15	9	4	7	8	5	8	10	9	3	10	6	7	9	4	6	9	6	7	3	9	5	5	2	8	2	7	9	7	10	12	2	5	8	7	11	4	6	6	7	5	7	5	8	9	4	6	8	6	6	9	6	9	10	12
Epulopiscium	1	0	0	3	1	3	1	2	0	1	1	0	0	1	2	1	0	1	0	0	2	1	1	0	0	2	1	1	0	1	1	3	1	0	1	0	2	1	0	0	0	1	1	1	1	1	0	0	1	2	0	1	1	1	1	1	1	1	1	0	0	2	1	2	1	0	0	2	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	4	1	0	0	2	1	1	1	1	1	1	1	0	0
Erwinia	0	4	1	3	2	1	3	4	3	4	2	1	2	1	1	2	4	1	5	1	2	1	2	0	4	4	2	2	1	3	1	2	0	1	1	1	2	1	2	2	3	3	1	1	2	3	1	1	1	0	1	3	1	4	3	1	4	0	1	1	2	0	2	1	0	1	1	5	1	3	2	2	1	3	0	0	3	2	4	1	4	3	3	3	0	1	1	2	3	2	2	2	2	1	1	3	2	2	1	0
Erysipelotrichaceae UCG-003	1	0	0	1	0	0	1	2	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	2	0	0
Erythrobacter	0	1	0	1	1	2	1	0	1	1	2	1	2	3	0	1	0	0	3	1	0	0	0	0	1	1	2	1	0	1	0	0	0	1	1	1	4	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	2	0	1	0	0	3	0	2	1	5	1	0	0	3	0	1	0	1	0	0	0	0	1	2	3	2	1	1	0	1	1	0	4	0	1	1	0	0	3	0	0	2	0	1	1	0	1	0
Escherichia-Shigella	16	11	13	8	16	10	17	10	13	13	10	10	17	17	14	26	13	8	14	9	14	21	10	15	17	17	13	8	5	13	20	8	8	14	7	9	13	15	11	4	15	14	15	11	10	16	9	13	12	8	13	17	12	13	12	8	8	6	15	11	19	4	17	9	9	15	7	13	16	8	16	19	11	5	12	2	12	12	13	16	14	10	11	7	14	15	4	14	19	15	9	19	10	13	7	8	21	11	7	8
Exiguobacterium	0	2	3	0	4	4	0	2	5	2	4	2	3	3	4	2	5	1	0	5	1	2	2	3	1	2	4	2	1	2	1	1	3	0	0	0	1	1	1	3	1	3	2	6	3	2	2	1	5	0	3	2	1	2	0	4	2	3	0	1	0	4	1	5	3	2	3	6	3	2	3	3	1	3	4	2	0	4	2	2	2	1	0	2	1	3	1	4	1	3	2	2	0	3	1	0	1	4	2	2
Faecalibacterium	10	12	8	8	15	10	8	11	12	11	9	11	8	13	8	15	17	12	9	19	13	12	12	11	19	11	11	15	22	8	10	12	17	18	18	13	15	16	11	13	10	11	12	8	19	13	5	13	15	13	12	11	14	9	7	7	13	10	8	9	18	9	16	7	15	11	10	16	11	16	20	15	11	12	11	11	23	9	14	5	13	11	11	13	8	13	12	10	14	14	11	16	17	13	12	9	9	9	9	7
Ferribacterium	2	2	0	2	1	1	3	1	0	3	3	2	3	0	3	4	1	6	2	1	1	5	1	1	3	2	1	1	6	1	3	1	3	2	1	3	1	0	5	1	4	0	6	2	0	5	1	3	4	1	2	2	6	4	1	1	3	3	2	1	2	1	0	1	3	3	2	3	2	3	2	4	4	1	1	4	4	2	3	1	0	4	5	2	2	4	3	1	2	1	1	0	1	1	3	0	5	0	2	1
Ferritrophicum	1	2	3	4	2	2	1	2	4	1	3	2	2	5	3	2	2	0	2	2	0	1	3	3	1	2	2	5	4	0	1	1	1	2	1	5	0	1	1	4	3	3	4	1	4	1	1	5	0	2	3	3	2	6	1	3	1	0	1	5	4	4	0	5	1	4	3	4	5	4	1	2	4	2	2	2	1	1	0	5	2	2	2	3	0	2	2	2	1	1	1	0	0	1	3	2	2	2	1	4
Ferruginibacter	13	13	13	11	10	11	6	5	13	13	3	7	6	8	11	11	11	8	13	19	11	14	10	9	11	18	4	11	9	10	10	12	13	8	14	10	8	9	10	7	7	11	7	11	12	9	11	12	11	10	9	8	10	7	12	6	15	16	10	8	14	8	14	11	9	7	9	9	9	15	10	8	10	15	12	15	18	10	11	13	13	7	11	7	8	9	13	10	8	12	9	13	11	14	12	14	8	11	7	6
Fictibacillus	1	3	2	0	1	2	0	2	1	1	1	1	0	0	1	0	2	0	2	0	0	1	0	2	2	5	2	0	0	0	1	3	3	1	0	2	0	0	3	3	3	1	0	2	1	1	2	0	2	0	2	1	0	2	4	0	2	2	1	2	0	0	2	3	1	2	1	1	0	0	0	2	1	0	3	2	0	0	2	1	1	2	3	3	0	2	3	0	2	0	2	1	1	0	1	0	0	1	1	4
Fimbriiglobus	1	1	3	0	2	1	2	3	3	1	1	3	0	1	2	2	1	2	2	1	0	3	0	2	0	3	1	0	1	0	0	0	1	1	2	2	0	2	1	3	3	3	0	3	2	3	2	1	0	1	0	1	3	1	1	3	1	2	0	0	2	6	0	0	1	0	1	1	1	1	3	4	1	2	0	3	3	2	1	0	3	0	2	2	1	1	3	3	0	2	0	2	1	0	0	4	1	4	2	1
Flavihumibacter	1	0	1	0	1	0	0	1	1	0	2	2	2	2	2	1	0	0	2	0	2	2	0	0	0	1	1	1	1	2	2	2	2	0	0	1	1	1	1	2	1	0	0	1	0	1	0	2	1	1	1	1	1	1	0	1	2	1	1	0	3	1	0	0	1	1	1	1	0	0	0	1	1	2	0	2	1	2	0	0	1	1	1	0	2	0	1	2	0	0	2	0	1	1	1	3	1	0	0	2
Flavobacterium	268	260	263	228	252	230	272	288	249	258	245	251	266	231	264	245	256	291	226	232	254	244	255	246	229	248	245	272	283	287	256	243	255	244	247	254	232	246	243	230	225	232	210	248	245	220	271	238	246	240	261	250	216	235	237	233	236	233	237	257	262	228	248	265	243	255	233	271	263	268	273	247	234	257	271	238	243	257	227	245	256	277	253	246	252	243	256	249	272	281	253	232	237	240	234	244	266	235	251	274
Flectobacillus	0	1	5	3	2	1	2	4	2	2	2	3	3	3	0	2	4	4	1	3	3	1	2	2	3	4	3	0	2	0	2	2	6	3	2	2	4	2	2	3	2	3	3	3	2	6	1	3	2	3	3	1	1	3	3	4	3	3	3	3	1	4	2	2	3	2	4	3	5	3	1	1	1	0	3	1	2	2	4	2	3	3	3	3	3	4	3	2	3	0	4	4	4	1	1	3	2	4	5	2
Fluviicola	91	92	90	86	94	80	104	93	106	79	91	83	85	115	67	85	102	95	92	100	98	83	96	92	72	94	97	95	96	94	80	102	100	98	90	95	80	95	108	93	99	79	86	99	85	76	98	82	76	83	104	115	80	71	90	85	90	99	65	94	92	92	90	79	85	93	88	95	87	83	101	105	88	96	86	91	74	91	90	87	89	72	86	95	97	86	77	95	85	81	101	98	85	84	92	99	101	86	106	80
Fluviimonas	0	1	1	1	1	2	4	1	0	0	2	1	0	0	5	3	2	1	4	1	0	5	1	1	2	1	1	3	2	2	3	3	1	2	1	0	1	2	1	1	3	5	2	1	1	1	1	3	1	1	1	2	0	0	1	2	2	0	2	4	4	0	2	0	2	1	0	4	0	2	1	0	0	2	3	6	1	1	2	0	0	3	1	2	1	1	0	0	2	1	1	3	0	0	0	5	2	1	1	1
Fodinicola	5	2	2	2	2	2	1	3	3	5	2	0	3	0	0	1	4	1	2	3	0	0	5	0	2	3	5	2	5	2	1	0	0	0	1	2	3	1	1	1	2	1	1	0	1	6	0	1	3	2	3	3	3	3	2	2	0	1	0	0	5	2	1	3	5	3	0	1	4	1	2	3	1	2	4	3	2	0	0	1	0	2	3	4	4	0	2	3	1	3	2	1	0	2	0	2	2	1	0	1
Fodinicurvata	0	0	0	1	2	0	0	0	1	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	2	0	0	0	1	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	2	2	0
Fonticella	0	1	1	0	0	0	1	0	0	0	1	0	2	0	2	0	1	2	1	1	1	1	0	1	1	1	2	0	0	2	1	1	1	1	0	2	1	1	1	0	2	0	0	2	1	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	2	1	0	1	0	1	0	0	2	0	0	1	1	2	0	1	0	1	0	0	0
Formivibrio	5	3	1	1	2	2	2	4	1	2	1	1	2	1	1	3	1	3	2	2	3	1	2	2	6	2	0	1	1	5	2	1	2	3	2	3	3	4	4	1	1	2	0	6	3	3	3	0	1	1	2	2	3	1	2	4	5	0	1	2	2	1	3	4	3	0	2	3	3	2	2	1	3	4	3	2	2	1	1	2	3	5	5	0	2	3	0	1	2	1	1	4	3	0	3	3	2	4	1	4
Fusibacter	0	2	3	3	6	0	0	4	0	1	4	1	2	2	2	2	0	4	4	4	3	2	2	6	1	1	2	2	0	2	1	1	1	0	1	3	0	1	1	3	5	1	2	4	2	1	1	3	0	1	1	1	2	5	3	2	2	0	3	3	3	2	0	1	2	3	1	3	3	1	1	2	6	2	1	3	3	4	0	1	2	3	3	3	3	0	3	3	1	3	2	4	1	2	0	3	0	4	1	3
Fusicatenibacter	3	2	2	0	3	2	2	1	2	4	3	3	4	1	2	2	3	4	4	0	3	3	1	1	5	1	4	0	2	3	4	3	3	1	1	1	4	1	1	1	2	0	1	1	3	2	2	3	1	1	1	2	0	5	3	1	2	5	4	3	1	2	2	1	2	3	1	2	0	2	1	1	3	2	3	3	3	3	1	2	3	2	2	3	2	4	4	1	3	2	1	0	0	3	3	5	3	1	3	1
GCA-900066225	2	0	0	1	1	4	0	0	1	0	0	0	1	2	0	1	4	0	1	0	1	0	1	2	1	3	0	2	1	0	0	2	2	0	0	3	0	1	1	1	0	1	1	0	0	0	1	1	0	3	1	1	0	0	2	0	1	2	1	2	0	1	2	0	1	2	1	3	1	0	0	4	1	2	3	0	1	1	0	1	1	0	3	0	2	0	0	0	1	3	0	3	1	0	2	1	1	3	0	0
GCA-900066575	2	0	0	1	1	0	3	1	1	1	0	3	0	1	1	0	1	0	0	1	2	0	1	1	0	0	1	0	0	3	0	3	2	0	3	0	2	0	1	0	1	0	0	0	2	1	2	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	2	1	0	0	0	1	0	1
GKS98 freshwater group	358	411	368	365	342	376	401	374	363	351	394	434	369	383	367	336	368	397	413	385	406	410	381	363	381	432	389	380	410	343	365	427	383	375	378	375	372	383	399	388	392	377	368	403	385	425	363	361	393	397	387	376	407	402	407	385	362	400	372	378	379	414	354	406	367	382	370	356	402	412	363	400	403	411	378	381	369	382	390	378	410	385	371	364	385	393	402	379	392	381	367	379	408	399	419	405	388	359	380	416
GOUTA6	5	8	5	2	5	8	7	8	5	5	7	6	5	7	4	4	8	10	7	4	10	4	8	5	4	8	2	6	4	1	4	3	5	6	4	7	5	2	10	4	4	6	7	4	5	6	2	5	1	1	6	6	7	5	5	6	5	6	4	3	4	5	6	4	6	7	4	4	10	3	5	5	0	7	4	6	6	4	5	7	10	5	4	4	11	12	7	5	8	7	2	5	6	8	2	4	8	5	9	8
