SampleID,Time,Place,Reads_fraction,Species,Genus,Family,Phylum
june_BC11,june,BC11,0.8,2233,912,318,37
june_BC11,june,BC11,0.8,2243,913,315,37
june_BC11,june,BC11,0.8,2233,915,316,37
june_BC11,june,BC11,0.8,2237,907,314,37
june_BC11,june,BC11,0.8,2239,912,316,37
june_BC11,june,BC11,0.8,2225,909,316,36
june_BC11,june,BC11,0.8,2263,909,315,37
june_BC11,june,BC11,0.9,2291,920,317,37
june_BC11,june,BC11,0.9,2281,920,318,37
june_BC11,june,BC11,0.9,2293,916,316,37
june_BC11,june,BC11,0.9,2275,912,315,37
june_BC11,june,BC11,0.9,2280,920,318,37
june_BC11,june,BC11,0.9,2289,920,316,37
june_BC11,june,BC11,0.9,2297,918,318,37
june_BC11,june,BC11,0.9,2304,919,317,37
june_BC11,june,BC11,0.9,2297,920,317,37
june_BC11,june,BC11,0.9,2287,918,316,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC11,june,BC11,1,2326,924,318,37
june_BC12,june,BC12,0.1,19,17,17,6
june_BC12,june,BC12,0.1,14,14,13,8
june_BC12,june,BC12,0.1,14,13,12,5
june_BC12,june,BC12,0.1,19,15,13,5
june_BC12,june,BC12,0.1,14,15,11,5
june_BC12,june,BC12,0.1,13,14,12,4
june_BC12,june,BC12,0.1,10,10,9,3
june_BC12,june,BC12,0.1,17,16,14,7
june_BC12,june,BC12,0.1,15,12,12,6
june_BC12,june,BC12,0.1,11,8,6,3
june_BC12,june,BC12,0.2,32,23,23,8
june_BC12,june,BC12,0.2,33,22,20,7
june_BC12,june,BC12,0.2,38,28,23,7
june_BC12,june,BC12,0.2,31,27,22,7
june_BC12,june,BC12,0.2,34,28,20,5
june_BC12,june,BC12,0.2,19,17,14,4
june_BC12,june,BC12,0.2,30,24,22,6
june_BC12,june,BC12,0.2,28,24,19,6
june_BC12,june,BC12,0.2,30,21,13,3
june_BC12,june,BC12,0.2,34,28,17,3
june_BC12,june,BC12,0.3,41,37,28,7
june_BC12,june,BC12,0.3,46,35,28,7
june_BC12,june,BC12,0.3,35,32,23,6
june_BC12,june,BC12,0.3,62,40,27,6
june_BC12,june,BC12,0.3,36,28,25,5
june_BC12,june,BC12,0.3,41,37,26,7
june_BC12,june,BC12,0.3,47,35,24,9
june_BC12,june,BC12,0.3,39,29,26,7
june_BC12,june,BC12,0.3,51,39,32,8
june_BC12,june,BC12,0.3,53,43,32,8
june_BC12,june,BC12,0.4,53,43,29,8
june_BC12,june,BC12,0.4,66,49,38,9
june_BC12,june,BC12,0.4,54,47,36,7
june_BC12,june,BC12,0.4,57,47,34,9
june_BC12,june,BC12,0.4,62,49,35,6
june_BC12,june,BC12,0.4,56,46,36,8
june_BC12,june,BC12,0.4,55,47,35,6
june_BC12,june,BC12,0.4,63,47,36,9
june_BC12,june,BC12,0.4,70,48,31,9
june_BC12,june,BC12,0.4,44,37,28,8
june_BC12,june,BC12,0.5,72,60,43,8
june_BC12,june,BC12,0.5,69,55,42,8
june_BC12,june,BC12,0.5,86,64,43,9
june_BC12,june,BC12,0.5,76,53,38,8
june_BC12,june,BC12,0.5,77,55,41,9
june_BC12,june,BC12,0.5,87,61,45,9
june_BC12,june,BC12,0.5,79,54,39,8
june_BC12,june,BC12,0.5,73,51,38,9
june_BC12,june,BC12,0.5,74,59,43,9
june_BC12,june,BC12,0.5,71,54,42,9
june_BC12,june,BC12,0.6,83,64,45,8
june_BC12,june,BC12,0.6,90,66,45,10
june_BC12,june,BC12,0.6,85,64,46,9
june_BC12,june,BC12,0.6,84,65,47,9
june_BC12,june,BC12,0.6,79,62,47,9
june_BC12,june,BC12,0.6,77,58,39,7
june_BC12,june,BC12,0.6,86,67,48,10
june_BC12,june,BC12,0.6,90,65,49,9
june_BC12,june,BC12,0.6,81,61,41,9
june_BC12,june,BC12,0.6,68,58,39,9
june_BC12,june,BC12,0.7,101,76,51,9
june_BC12,june,BC12,0.7,102,74,45,9
june_BC12,june,BC12,0.7,104,78,53,10
june_BC12,june,BC12,0.7,102,77,52,10
june_BC12,june,BC12,0.7,102,74,47,9
june_BC12,june,BC12,0.7,99,74,52,10
june_BC12,june,BC12,0.7,97,71,46,9
june_BC12,june,BC12,0.7,110,79,55,8
june_BC12,june,BC12,0.7,104,74,49,9
june_BC12,june,BC12,0.7,96,71,50,9
june_BC12,june,BC12,0.8,117,80,55,10
june_BC12,june,BC12,0.8,109,74,51,9
june_BC12,june,BC12,0.8,113,81,55,9
june_BC12,june,BC12,0.8,118,83,54,10
june_BC12,june,BC12,0.8,104,80,53,10
june_BC12,june,BC12,0.8,107,77,53,9
june_BC12,june,BC12,0.8,122,85,58,10
june_BC12,june,BC12,0.8,111,80,56,10
june_BC12,june,BC12,0.8,114,80,55,9
june_BC12,june,BC12,0.8,117,79,54,10
june_BC12,june,BC12,0.9,127,87,59,10
june_BC12,june,BC12,0.9,125,85,54,10
june_BC12,june,BC12,0.9,129,93,60,10
june_BC12,june,BC12,0.9,124,90,59,10
june_BC12,june,BC12,0.9,128,89,58,10
june_BC12,june,BC12,0.9,122,85,54,9
june_BC12,june,BC12,0.9,123,89,58,10
june_BC12,june,BC12,0.9,124,86,58,10
june_BC12,june,BC12,0.9,128,89,58,10
june_BC12,june,BC12,0.9,127,87,59,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
june_BC12,june,BC12,1,137,94,60,10
