name	taxRank	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Variovorax	G	1	0	2	4	1	0	2	1	0	1	0	1	1	2	0	2	1	0	1	1	2	3	2	1	1	0	0	0	1	1	3	1	1	0	0	1	0	0	1	1	0	2	1	1	2	4	3	3	0	1	0	2	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	2	1	0	4	0	2	1	1	1	0	0	0	1	2	1	0	2	1	0	1	2	1	2	1	1	2	3	1	1	1	1
Hydrogenophaga	G	0	3	2	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	2	1	0	0	2	0	1	1	1	0	2	0	0	0	0	0	0	1	1	0	0	2	0	2	0	0	0	0	1	0	2	0	0	1	0	2	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	1	0	1
Pelomonas	G	1	0	0	0	0	0	1	0	0	1	1	1	1	1	3	1	0	2	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	0	0	1	2	0	0	1	0	2	2	0	1	0	0	0	2	0	0	0	0	2	0	0	1	0	1	0	0	1	0	1	1	0	1	1	2	0	0	0	0	2	0	1	2	1	0	1	0	0	2	0	1	0	0	0	2	1	3	0	2	0
Polaromonas	G	0	0	2	1	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	2	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	1	0	1	0	0	0	1	1	0	1	3	0	2	1	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	2	0	1	0	0	0
Diaphorobacter	G	0	0	1	0	0	0	0	0	2	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	2	1	0	0	1	1	2	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	1	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	1	0	0	2	1	0	0
Ramlibacter	G	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	2	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	1	1	1	2	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
Alcaligenes	G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ralstonia	G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Candidatus Symbiobacter	G	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0	1	1	0	0	0	2	1
Curvibacter	G	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	2	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0
MWH-UniP1 aquatic group	G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Janthinobacterium	G	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	2	0	0	0	0	0	0	0	1	0	1	1	0	0	1	2	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0
Rhizobacter	G	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1
Brachymonas	G	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Noviherbaspirillum	G	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1
Cupriavidus	G	2	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Undibacterium	G	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0
